otu	statistic	p.value	parameter	method	WM	C	WMR	p.value.adj
Veillonellaceae (OTU 286)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Alistipes (OTU 289)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 292)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lactobacillus (OTU 294)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroides (OTU 296)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 300)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Anaeroplasma (OTU 302)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Roseburia (OTU 319)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Streptococcus (OTU 327)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 329)	3.1334289813487772	0.20872984085385826	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Phenylobacterium (OTU 332)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Blautia (OTU 336)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bilophila (OTU 339)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 341)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Erysipelotrichaceae (OTU 344)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridium_sensu (OTU 345)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Butyrivibrio (OTU 346)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Fusobacterium (OTU 350)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 353)	3.131652661064566	0.2089153087293682	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Parasutterella (OTU 356)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Ruminococcaceae (OTU 357)	3.131652661064566	0.2089153087293682	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroides (OTU 361)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 366)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroides (OTU 367)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Veillonella (OTU 368)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Blautia (OTU 369)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 370)	1.641456582633015	0.44011100873244646	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Oscillibacter (OTU 371)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Turicibacter (OTU 374)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Ruminococcaceae (OTU 376)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Parabacteroides (OTU 384)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 391)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Pseudomonas (OTU 392)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 394)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 395)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Blautia (OTU 398)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroides (OTU 400)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Burkholderia (OTU 403)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Enterobacteriaceae (OTU 408)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 414)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Blautia (OTU 422)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridium (OTU 424)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Flavonifractor (OTU 439)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 441)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Corynebacterium (OTU 444)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Streptococcus (OTU 447)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridium (OTU 449)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Streptococcus (OTU 451)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Mannheimia (OTU 454)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Barnesiella (OTU 459)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Ruminococcus (OTU 463)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Subdoligranulum (OTU 469)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 473)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Neisseriaceae (OTU 479)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 482)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 487)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 499)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 500)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 502)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Fusicatenibacter (OTU 511)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 514)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 519)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Ruminococcaceae (OTU 526)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Proteus (OTU 533)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridium (OTU 536)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Pasteurellaceae (OTU 558)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Erysipelotrichaceae (OTU 569)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 571)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridium (OTU 573)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 578)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Ruminococcaceae (OTU 584)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridium (OTU 587)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Curvibacter (OTU 600)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Erysipelotrichaceae (OTU 604)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 609)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridium (OTU 612)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 620)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridium (OTU 622)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Streptococcus (OTU 647)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Mucispirillum (OTU 653)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroidales (OTU 660)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Ruminococcaceae (OTU 666)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroidetes (OTU 672)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 674)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 700)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Senegalimassilia (OTU 728)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 731)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Carnobacteriaceae (OTU 734)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 735)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Collinsella (OTU 744)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Aestuariispira (OTU 749)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 750)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 761)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroidales (OTU 784)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 785)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteria (OTU 792)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridium (OTU 794)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 802)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 806)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Fusobacterium (OTU 813)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 822)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 829)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Firmicutes (OTU 936)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 947)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Brachybacterium (OTU 953)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 980)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Pseudoflavonifractor (OTU 993)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Alloprevotella (OTU 1009)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Ruminococcus (OTU 1022)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroidales (OTU 1024)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 1100)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Ruminococcaceae (OTU 1101)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 1106)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 1109)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Peptostreptococcaceae (OTU 1113)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 1126)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteria (OTU 1188)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 1263)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 1301)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Prevotella (OTU 1340)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 1341)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 1351)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 1393)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 1406)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Firmicutes (OTU 1438)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 1447)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Lachnospiraceae (OTU 1478)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Coriobacteriaceae (OTU 1498)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroidales (OTU 1503)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 1577)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 1613)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Flavobacteriaceae (OTU 1652)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteria (OTU 1806)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 1830)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Janthinobacterium (OTU 1833)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroidales (OTU 1932)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 2278)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Ruminococcaceae (OTU 2467)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Prevotella (OTU 2850)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Cystobacter (OTU 2944)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridiales (OTU 3088)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Aurantimonadaceae (OTU 3202)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroidetes (OTU 3234)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Faecalibacterium (OTU 3242)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Clostridia (OTU 4136)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Alistipes (OTU 4292)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Porphyromonadaceae (OTU 5022)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Bacteroidetes (OTU 5594)	1.5294117647057408	0.46547081402409457	2	Kruskal-Wallis rank sum test	0	0	0	0.5171897933601051
Alistipes (OTU 18)	1.430264715362583	0.4891273677474887	2	Kruskal-Wallis rank sum test	0	0	0	0.5419308904020471
Lachnospiraceae (OTU 140)	1.4170240837177726	0.4923762879720545	2	Kruskal-Wallis rank sum test	0	0	0	0.5439851340201168
Coriobacteriaceae (OTU 158)	1.2764705882353007	0.5282237616122226	2	Kruskal-Wallis rank sum test	0	0	0	0.5803021606444136
Firmicutes (OTU 198)	1.2764705882353007	0.5282237616122226	2	Kruskal-Wallis rank sum test	0	0	0	0.5803021606444136
Lactobacillus (OTU 9)	1.2225173353708019	0.5426674011135111	2	Kruskal-Wallis rank sum test	0.003	0.002	0.003	0.5944951866131161
Oscillibacter (OTU 45)	1.1956809340882602	0.5499980935446238	2	Kruskal-Wallis rank sum test	0	0.004	0.012	0.599159934308389
Lachnospiraceae (OTU 117)	1.1960936077216615	0.5498846203960571	2	Kruskal-Wallis rank sum test	0	0	0	0.599159934308389
Lactobacillus (OTU 13)	1.135936854360256	0.566675512643671	2	Kruskal-Wallis rank sum test	0.006	0.003	0.003	0.6088249309394812
Bifidobacterium (OTU 28)	1.1379545573804912	0.5661041094759316	2	Kruskal-Wallis rank sum test	0	0	0	0.6088249309394812
Porphyromonadaceae (OTU 87)	1.1379545573804912	0.5661041094759316	2	Kruskal-Wallis rank sum test	0	0	0	0.6088249309394812
Streptococcus (OTU 166)	1.1398195425614617	0.5655764676376883	2	Kruskal-Wallis rank sum test	0	0	0	0.6088249309394812
Ruminococcaceae (OTU 207)	1.1411764705883203	0.5651928744993382	2	Kruskal-Wallis rank sum test	0	0	0	0.6088249309394812
Clostridium (OTU 22)	1.1168363986421503	0.5721133177199685	2	Kruskal-Wallis rank sum test	0.013	0.014	0.012	0.6112991613994184
Clostridiales (OTU 199)	1.121155830753348	0.5708790487171157	2	Kruskal-Wallis rank sum test	0	0	0	0.6112991613994184
Lachnospiraceae (OTU 24)	1.0368891305575125	0.5954460054307478	2	Kruskal-Wallis rank sum test	0.013	0.013	0.02	0.6344916451311248
Erysipelotrichaceae (OTU 39)	0.9907944491902824	0.6093288188243795	2	Kruskal-Wallis rank sum test	0	0	0	0.6475156385327193
Lachnospiraceae (OTU 4)	0.9493619529068452	0.6220834840911567	2	Kruskal-Wallis rank sum test	0.071	0.065	0.083	0.6592732575966062
Lachnospiraceae (OTU 26)	0.9079652134702096	0.6350937795042029	2	Kruskal-Wallis rank sum test	0.015	0.018	0.02	0.6712373279312713
Lachnospiraceae (OTU 32)	0.8313755300675891	0.6598862778910344	2	Kruskal-Wallis rank sum test	0.008	0.004	0.006	0.6955558064256848
Lachnospiraceae (OTU 150)	0.6860877684407075	0.7096070703238705	2	Kruskal-Wallis rank sum test	0	0	0	0.7459481332245538
Lachnospiraceae (OTU 113)	0.6562224550549559	0.720282899963576	2	Kruskal-Wallis rank sum test	0	0	0	0.7551352983489102
Porphyromonadaceae (OTU 10)	0.6290837737578502	0.7301232767192007	2	Kruskal-Wallis rank sum test	0	0	0	0.7633996727090839
Lachnospiraceae (OTU 181)	0.6081442513771547	0.7378076496466965	2	Kruskal-Wallis rank sum test	0	0	0	0.7693716132679456
Ruminococcaceae (OTU 61)	0.587134398524183	0.7455991174700863	2	Kruskal-Wallis rank sum test	0	0.001	0	0.7754230821688898
Ruminococcus (OTU 93)	0.543417366946766	0.7620762341576084	2	Kruskal-Wallis rank sum test	0	0	0	0.7784613054940568
Porphyromonadaceae (OTU 99)	0.543417366946766	0.7620762341576084	2	Kruskal-Wallis rank sum test	0	0	0	0.7784613054940568
Ruminococcaceae (OTU 106)	0.5423242467718135	0.7624928684582812	2	Kruskal-Wallis rank sum test	0	0	0	0.7784613054940568
Olsenella (OTU 114)	0.5423242467718135	0.7624928684582812	2	Kruskal-Wallis rank sum test	0	0	0	0.7784613054940568
Fusobacterium (OTU 231)	0.543417366946766	0.7620762341576084	2	Kruskal-Wallis rank sum test	0	0	0	0.7784613054940568
Lachnospiraceae (OTU 259)	0.543417366946766	0.7620762341576084	2	Kruskal-Wallis rank sum test	0	0	0	0.7784613054940568
Faecalibacterium (OTU 262)	0.543417366946766	0.7620762341576084	2	Kruskal-Wallis rank sum test	0	0	0	0.7784613054940568
Porphyromonadaceae (OTU 80)	0.47837916110902934	0.7872656179719155	2	Kruskal-Wallis rank sum test	0	0	0	0.8016542846189217
Enterobacteriaceae (OTU 176)	0.46554528439137205	0.792333696296853	2	Kruskal-Wallis rank sum test	0	0	0	0.8047139103014913
Coriobacteriaceae (OTU 182)	0.42058823529421974	0.8103458738954132	2	Kruskal-Wallis rank sum test	0	0	0	0.8208698462836652
Lachnospiraceae (OTU 104)	0.3857635480379691	0.8245794550916075	2	Kruskal-Wallis rank sum test	0	0	0	0.8331243199112096
Enterobacteriaceae (OTU 2)	0.30331041897536043	0.8592845028148627	2	Kruskal-Wallis rank sum test	0.003	0.002	0.003	0.8659456229917221
Lactobacillus (OTU 23)	0.2813971466722888	0.8687511369920673	2	Kruskal-Wallis rank sum test	0.001	0.002	0.003	0.8732292356363562
Lachnospiraceae (OTU 17)	0.2060696890221008	0.902095539855868	2	Kruskal-Wallis rank sum test	0.006	0.007	0.01	0.9044145515264486
Porphyromonadaceae (OTU 25)	0.07395253785627823	0.9636990046880279	2	Kruskal-Wallis rank sum test	0	0	0	0.9636990046880279
Clostridium_sensu (OTU 53)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 124)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Alistipes (OTU 139)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 148)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 151)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Anaerostipes (OTU 159)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 170)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 177)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 196)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 205)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 211)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 215)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 216)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 217)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lactobacillus (OTU 221)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 224)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 225)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 226)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 227)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Anaerotruncus (OTU 234)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 238)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 239)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Pseudoflavonifractor (OTU 240)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 241)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lactobacillales (OTU 242)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 246)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
